location,date,overall_hazard_score,risk_category,weather_risk_share,landslide_risk_share,crowd_risk_share,transport_risk_share
Manali,2021-01-19,24.92112165408624,Low,0.1264171590563024,0.1965762643068849,0.1225612979957616,0.5544452786410511
Manali,2021-01-20,26.88637165408624,Moderate,0.1692420581532347,0.1869396754349009,0.1165530810598753,0.527265185351989
Manali,2021-01-21,21.046621654086245,Low,0.0275918206540017,0.2188142421282007,0.1364262243447865,0.6171677128730109
Manali,2021-01-22,21.32662165408624,Low,0.0354771367604286,0.217039864346918,0.1353199359290633,0.6121630629635899
Manali,2021-01-23,32.62062165408624,Moderate,0.1744864323927236,0.1534970667119974,0.2390765209653793,0.4329399799298997
Manali,2021-01-24,29.883621654086244,Moderate,0.1254603313695436,0.1626130437167076,0.2532749425650291,0.4586516823487197
Manali,2021-01-25,22.983871654086244,Low,0.079649802698764,0.2070999968865479,0.1291226309688524,0.5841275694458357
Manali,2021-01-26,30.844121654086244,Moderate,0.0976892796835849,0.1543713149869571,0.3125335995781113,0.4354058057513466
Manali,2021-01-27,21.074621654086243,Low,0.0283861493980241,0.218635499861511,0.1363147821811589,0.6166635685593058
Manali,2021-01-28,21.662621654086244,Low,0.0447723347084677,0.2149482306712329,0.1340158449233282,0.6062635896969711
Manali,2021-01-29,20.906621654086244,Low,0.0236006152152375,0.2197123552989975,0.1369861796188785,0.6197008498668864
Manali,2021-01-30,24.959121654086243,Low,0.0208324322568841,0.1820676913932825,0.2835761697008516,0.5135237066489816
Manali,2021-01-31,27.65237165408624,Moderate,0.0809656263930835,0.1708864470453752,0.2661610290989983,0.4819868974625429
Manali,2021-02-01,27.82087165408624,Moderate,0.1881663996392306,0.1826812626325544,0.1138980473898765,0.5152542903383385
Manali,2021-02-02,28.14812165408624,Moderate,0.1945912492718035,0.1812355234532679,0.1129966584505688,0.5111765688243598
Manali,2021-02-03,26.52937165408624,Moderate,0.1617775368870777,0.1886193646830955,0.1176003331033208,0.532002765326506
Manali,2021-02-04,30.86587165408624,Moderate,0.2442616062501187,0.1700585488562865,0.1060280423813716,0.4796518025122232
Manali,2021-02-05,20.78937165408624,Low,0.0202326837676985,0.2204702174631441,0.1374586912461962,0.6218384075229612
Manali,2021-02-06,25.134121654086243,Moderate,0.0249777556963557,0.1812969045600926,0.2823756449062591,0.5113496948372925
Manali,2021-02-07,25.274121654086244,Moderate,0.0282688287537013,0.1806849581542913,0.2814225190853551,0.5096236940066522
Manali,2021-02-08,20.92412165408624,Low,0.0241013067271719,0.2195996881741717,0.1369159339607428,0.6193830711379134
Manali,2021-02-09,21.14637165408624,Low,0.0304157057825834,0.2181788029192429,0.136030040937182,0.6153754503609915
Manali,2021-02-10,23.251621654086243,Low,0.086409606024826,0.2055788854097576,0.1281742489368252,0.579837259628591
Manali,2021-02-11,20.92412165408624,Low,0.0241013067271719,0.2195996881741717,0.1369159339607428,0.6193830711379134
Manali,2021-02-12,20.92412165408624,Low,0.0241013067271719,0.2195996881741717,0.1369159339607428,0.6193830711379134
Manali,2021-02-13,24.92412165408624,Low,0.019999134230442,0.1822226359123975,0.2838175006745709,0.5139607291825895
Manali,2021-02-14,24.941621654086244,Low,0.0204159604580334,0.1821451307013694,0.2836967838647569,0.5137421249758402
Manali,2021-02-15,21.01162165408624,Low,0.026597081440929,0.2190380813673668,0.1365657835524625,0.6177990536392415
Manali,2021-02-16,21.134121654086243,Low,0.0300697966002153,0.2182566404541308,0.1360785710552117,0.6155949918904421
Manali,2021-02-17,21.134121654086243,Low,0.0300697966002153,0.2182566404541308,0.1360785710552117,0.6155949918904421
Manali,2021-02-18,21.08162165408624,Low,0.0285845288562359,0.2185908599132625,0.1362869500824104,0.616537661148091
Manali,2021-02-19,21.25662165408624,Low,0.0335178213072858,0.2174807554614476,0.1355948225612926,0.6134066006699739
Manali,2021-02-20,24.910121654086243,Low,0.0196654177555305,0.1822846875878907,0.2839141481155596,0.5141357465410192
Manali,2021-02-21,26.934871654086244,Moderate,0.0656794670270557,0.1737287754044091,0.2705880451330835,0.4900037124354516
Manali,2021-02-22,21.23212165408624,Low,0.0328301789538028,0.2176354908324868,0.1356912969143245,0.6138430332993858
Manali,2021-02-23,28.79562165408624,Moderate,0.2070084759338508,0.1784413613934451,0.111254555302613,0.5032956073700908
Manali,2021-02-24,25.56512165408624,Moderate,0.1409288836117473,0.1933107919692206,0.1205253424866641,0.5452349819323679
Manali,2021-02-25,26.15837165408624,Moderate,0.1538768155055367,0.1903972090061766,0.1187087828372676,0.537017192651019
Manali,2021-02-26,25.28337165408624,Moderate,0.1346397629865027,0.1947259889950121,0.1214076890151848,0.5492265590033004
Manali,2021-02-27,33.55162165408625,Moderate,0.1899334075386898,0.1506248360576287,0.2346029311635298,0.4248388252401517
Manali,2021-02-28,26.950621654086245,Moderate,0.0660204735110741,0.1736653682151386,0.2704892864366491,0.489824871837138
Manali,2021-03-01,27.87337165408624,Moderate,0.1892040185057895,0.1824477744835173,0.1137524722833727,0.5145957347273205
Manali,2021-03-02,22.35912165408624,Low,0.0634810737808317,0.2107383333788768,0.1313910596859076,0.5943895331543837
Manali,2021-03-03,24.55012165408624,Low,0.1178323811596887,0.1985080371047545,0.1237657189993583,0.5598938627361985
Manali,2021-03-04,29.67412165408624,Moderate,0.2232560357730557,0.1747852861277688,0.1089750668215829,0.4929836112775924
Manali,2021-03-05,28.43512165408624,Moderate,0.2001427534515716,0.1799863071204883,0.1122177975043461,0.5076531419235938
Manali,2021-03-06,27.738121654086243,Moderate,0.082759112921328,0.1705529638270788,0.2656416184722126,0.4810463047793805
Manali,2021-03-07,37.56262165408624,Moderate,0.2503660340084577,0.1393879148720714,0.2171010721316189,0.393144978987852
Manali,2021-03-08,31.032121654086247,Moderate,0.2471019392881527,0.1694194084887845,0.1056295513767799,0.4778491008462827
Manali,2021-03-09,24.098621654086244,Low,0.1071544988850007,0.2009108066074147,0.1252637968576848,0.5666708976498996
Manali,2021-03-10,22.40287165408624,Low,0.064631813642274,0.2104793903999751,0.1312296140113091,0.5936591819464416
Manali,2021-03-11,26.766621654086244,Moderate,0.0149541435183719,0.168526008572965,0.3411905902744334,0.4753292576342297
Manali,2021-03-12,22.06162165408624,Low,0.0555803204390431,0.21251618489375,0.1324995139037903,0.5994039807634165
Manali,2021-03-13,24.994121654086243,Low,0.0216643143750586,0.1819130101499929,0.2833352487875311,0.5130874266874174
Manali,2021-03-14,24.92412165408624,Low,0.019999134230442,0.1822226359123975,0.2838175006745709,0.5139607291825895
Manali,2021-03-15,20.85412165408624,Low,0.0220954533289408,0.2200510513984603,0.1371973497401677,0.620656145532431
Manali,2021-03-16,20.801621654086244,Low,0.0205856437336913,0.2203907933395088,0.1374091719223896,0.6216143910044102
Manali,2021-03-17,21.14287165408624,Low,0.0303168997662381,0.2182010365491563,0.136043903152699,0.6154381605319065
Manali,2021-03-18,20.81912165408624,Low,0.0210894313390313,0.2202774295223408,0.1373384918907649,0.6212946472478629
Manali,2021-03-19,20.980121654086243,Low,0.0257000744786103,0.2192399285986144,0.1366916311910153,0.6183683657317598
Manali,2021-03-20,24.941621654086244,Low,0.0204159604580334,0.1821451307013694,0.2836967838647569,0.5137421249758402
Manali,2021-03-21,27.545621654086244,Moderate,0.0787230943741213,0.171303426366401,0.2668104875383077,0.48316299172117
Manali,2021-03-22,33.107621654086245,Moderate,0.280844769483827,0.1618264943470166,0.1008955240206967,0.4564332121484596
Manali,2021-03-23,27.06837165408624,Moderate,0.1729965671447041,0.1860948244176208,0.1160263336539462,0.5248822747837287
Manali,2021-03-24,20.94162165408624,Low,0.0246014849993264,0.2194871365401202,0.1368457603087532,0.6190656181518002
Manali,2021-03-25,20.994121654086243,Low,0.0260989482565323,0.2191501728095593,0.1366356702841988,0.6181152086497095
Manali,2021-03-26,21.204121654086244,Low,0.0320431028385489,0.2178126010906217,0.1358017215538501,0.6143425745169793
Manali,2021-03-27,24.92412165408624,Low,0.019999134230442,0.1822226359123975,0.2838175006745709,0.5139607291825895
Manali,2021-03-28,27.44412165408625,Moderate,0.0765806773333999,0.1717017901781281,0.2674309517349619,0.48428658075351
Manali,2021-03-29,27.66512165408624,Moderate,0.1850724443943074,0.1833774738394076,0.1143321209006943,0.5172179608655906
Manali,2021-03-30,31.50112165408624,Moderate,0.2550008057370306,0.1676419815682854,0.1045213618848437,0.4728358508098402
Manali,2021-03-31,24.177371654086244,Low,0.1090354920949831,0.2004875398019387,0.1249998986232739,0.5654770694798041
Manali,2021-04-01,31.414871654086244,Moderate,0.1957292747289918,0.1618448420101005,0.1859409213490326,0.4564849619118751
Manali,2021-04-02,30.033371654086245,Moderate,0.0340273143026584,0.1516328410343637,0.3866579315140799,0.427681913148898
Manali,2021-04-03,27.10412165408624,Moderate,0.0167243479553351,0.166559621870478,0.3469329854920683,0.4697830446821185
Manali,2021-04-04,27.646621654086243,Moderate,0.0284385499155047,0.1645753227119022,0.342799817900409,0.464186309472184
Manali,2021-04-05,28.13012165408624,Moderate,0.1343203707087046,0.1742022660178285,0.2001381659257501,0.4913391973477166
Manali,2021-04-06,33.12287165408625,Moderate,0.2243401411902386,0.1560874259850024,0.1793263191967464,0.4402461136280125
Manali,2021-04-07,31.148871654086243,Moderate,0.1910824346140939,0.1627799339892203,0.187015233399909,0.4591223979967766
Manali,2021-04-08,27.470371654086243,Moderate,0.1208377223289941,0.1769154035576249,0.2032552457636413,0.4989916283497396
Manali,2021-04-09,23.840871654086243,Low,0.0384510814161202,0.193494215223055,0.222302374344667,0.5457523290161577
Manali,2021-04-10,27.17412165408624,Moderate,0.0182517061015411,0.1663008986988385,0.3463940817569082,0.4690533134427121
Manali,2021-04-11,27.244121654086243,Moderate,0.0197743266040099,0.1660429780490023,0.3458568496230763,0.4683258457239114
Manali,2021-04-12,23.47162165408624,Low,0.0291957252969571,0.1953566871517061,0.2244421382203579,0.5510054493309787
Manali,2021-04-13,23.33162165408624,Low,0.025639831318818,0.1960722460810737,0.2252642323010443,0.5530236902990638
Manali,2021-04-14,23.17412165408624,Low,0.0216081847122248,0.1968835415660172,0.2261963165620138,0.5553119571597439
Manali,2021-04-15,23.261621654086245,Low,0.0238520979222829,0.196431994882102,0.2256775418800622,0.5540383653155527
Manali,2021-04-16,24.02812165408624,Low,0.043077442949677,0.192563244185625,0.2212327967770471,0.5431265160876507
Manali,2021-04-17,35.619621654086245,Moderate,0.1732019818679228,0.1400534681978313,0.2917223712730121,0.3950221786612336
Manali,2021-04-18,38.045121654086245,Moderate,0.2090541056377528,0.1339803836401704,0.279072526532289,0.3778929841897878
Manali,2021-04-19,30.007871654086244,Moderate,0.1705252980177889,0.1669166834941684,0.1917678779994334,0.4707901404886092
Manali,2021-04-20,29.08037165408624,Moderate,0.1530286296682275,0.1704375694791502,0.1958129669616851,0.480720833890937
Manali,2021-04-21,34.73637165408624,Moderate,0.2495590548283152,0.1510125787163223,0.1734959092490195,0.4259324572063429
Manali,2021-04-22,38.29587165408624,Moderate,0.2997826667144059,0.1409059911265006,0.1618846142283917,0.3974267279307018
Manali,2021-04-23,34.91662165408624,Moderate,0.2522748894899768,0.1504660664314272,0.1728680301240509,0.4243910139545451
Manali,2021-04-24,27.36662165408624,Moderate,0.022427578650517,0.1655935367792278,0.3449206923493316,0.4670581922209235
Manali,2021-04-25,31.55912165408624,Moderate,0.023022241539472,0.1428852840422002,0.4310831314347521,0.4030093429835756
Manali,2021-04-26,23.296621654086245,Low,0.0247467838918842,0.1962519556181465,0.2254706976816119,0.5535305628083573
Manali,2021-04-27,23.314121654086243,Low,0.0251935121417256,0.1961620596903882,0.2253674177041638,0.5532770104637222
Manali,2021-04-28,23.384121654086243,Low,0.0269763400247636,0.1958032980346482,0.2249552422404017,0.5522651197001863
Manali,2021-04-29,23.314121654086243,Low,0.0251935121417256,0.1961620596903882,0.2253674177041638,0.5532770104637222
Manali,2021-04-30,23.17412165408624,Low,0.0216081847122248,0.1968835415660172,0.2261963165620138,0.5553119571597439
Manali,2021-05-01,33.17412165408624,Moderate,0.014802675303747,0.134874964152112,0.4699062032593757,0.3804161572847652
Manali,2021-05-02,33.12162165408624,Moderate,0.0138709296589059,0.1350025215026007,0.4703506147974458,0.3807759340410475
Manali,2021-05-03,28.981621654086243,Moderate,0.0130241226576324,0.1549298013595155,0.3950650539481857,0.4369810220346663
Manali,2021-05-04,30.119121654086243,Moderate,0.0357003775600988,0.1513702131788226,0.3859882405507716,0.4269411687103068
Manali,2021-05-05,29.699121654086245,Moderate,0.0274499848303635,0.1526653124169091,0.3892906939578835,0.4305940087948436
Manali,2021-05-06,29.051621654086244,Moderate,0.014450335958706,0.1547059225915494,0.3944941716726761,0.4363495697770684
Manali,2021-05-07,34.45037165408624,Moderate,0.1132743300304982,0.1391930999151492,0.3549370685604136,0.3925955014939388
Manali,2021-05-08,33.26162165408624,Moderate,0.016351678146457,0.1346629033825129,0.4691673806637295,0.3798180378073005
Manali,2021-05-09,32.929121654086245,Moderate,0.010439398283999,0.135472303199704,0.4719873405977772,0.3821009579185196
Manali,2021-05-10,29.226621654086244,Moderate,0.0179979010193124,0.1541490462151686,0.393074158261784,0.4347788945037349
Manali,2021-05-11,29.50662165408625,Moderate,0.0236211871731083,0.1532663350701493,0.3908232786823383,0.432289199074404
Manali,2021-05-12,32.271621654086246,Moderate,0.0758781438820671,0.1450633383116345,0.3699059514250771,0.4091525663812212
Manali,2021-05-13,37.22412165408625,Moderate,0.1567184100993733,0.1323734978865346,0.3375473448294194,0.3733607471846726
Manali,2021-05-14,37.304121654086245,Moderate,0.0829643974901183,0.1255435240375467,0.4373953394178675,0.3540967390544675
Manali,2021-05-15,37.33912165408624,Moderate,0.0835017594994743,0.1254699583873649,0.4371390356954937,0.353889246417667
Manali,2021-05-16,34.25912165408624,Moderate,0.0336720959095865,0.1322917126917323,0.4609061201569089,0.3731300712417721
Manali,2021-05-17,30.714121654086245,Moderate,0.0471516601997522,0.1495726566372683,0.3814045402824405,0.421871142880539
Manali,2021-05-18,29.94412165408625,Moderate,0.0322797857759067,0.1519071580199507,0.3873574293108813,0.4284556268932611
Manali,2021-05-19,30.994121654086243,Moderate,0.0524469136691329,0.1487414381779392,0.3792849650774382,0.4195266830754895
Manali,2021-05-20,33.601621654086244,Moderate,0.0990719686849719,0.1414225049822957,0.360621966013298,0.3988835603194343
Manali,2021-05-21,31.676621654086244,Moderate,0.0651108211530698,0.1467535307569344,0.3742158773639593,0.4139197707260365
Manali,2021-05-22,33.961621654086244,Moderate,0.0285705259173657,0.132990125134166,0.4633393985729314,0.3750999503755369
Manali,2021-05-23,34.94162165408624,Moderate,0.0451756423006073,0.1307168602553542,0.4554193129223386,0.3686881845216997
Manali,2021-05-24,30.329121654086244,Moderate,0.039773302981112,0.1507308687521596,0.3843579367732241,0.4251378914935042
Manali,2021-05-25,30.224121654086247,Moderate,0.0377411500899405,0.1510498644348192,0.3851713635347205,0.4260376219405197
Manali,2021-05-26,34.66162165408625,Moderate,0.0404895340200886,0.1313583953778158,0.4576544299846386,0.3704976406174569
Manali,2021-05-27,29.61162165408624,Moderate,0.0257133514717579,0.1529379191416121,0.3899858306549963,0.4313628987316336
Manali,2021-05-28,29.681621654086243,Moderate,0.0271031536138076,0.1527197559881452,0.389429522977341,0.4307475674207062
Manali,2021-05-29,34.25912165408624,Moderate,0.0336720959095865,0.1322917126917323,0.4609061201569089,0.3731300712417721
Manali,2021-05-30,33.944121654086246,Moderate,0.0282687555618882,0.1330314379400953,0.4634833329487604,0.3752164735492559
Manali,2021-05-31,31.32662165408625,Moderate,0.0586590864301738,0.1477662869974761,0.3767983669514694,0.4167762596208808
Manali,2021-06-01,33.77662165408624,Moderate,0.102037399439738,0.1409570087038877,0.3594349683490128,0.3975706235073614
Manali,2021-06-02,30.136621654086245,Moderate,0.036041107227667,0.1513167273936829,0.3858518538491411,0.4267903115295088
Manali,2021-06-03,29.751621654086243,Moderate,0.0284889963490421,0.1525022143596065,0.3888748001644255,0.4301339891269258
Manali,2021-06-04,29.489121654086244,Moderate,0.0232716192352397,0.1533212082361698,0.390963203152027,0.4324439693765635
Manali,2021-06-05,34.13662165408624,Moderate,0.0315779527868062,0.1325784039682251,0.4619049564501467,0.3739386867948219
Manali,2021-06-06,34.241621654086245,Moderate,0.0333734872798152,0.1323325926527577,0.461048546495226,0.3732453735722009
Manali,2021-06-07,29.856621654086243,Moderate,0.0305603734975455,0.1521770614784415,0.3880456727827877,0.4292168922412253
Manali,2021-06-08,29.926621654086244,Moderate,0.0319363914253326,0.1519610620917156,0.38749488262737,0.4286076638555817
Manali,2021-06-09,29.751621654086243,Moderate,0.0284889963490421,0.1525022143596065,0.3888748001644255,0.4301339891269258
Manali,2021-06-10,29.926621654086244,Moderate,0.0319363914253326,0.1519610620917156,0.38749488262737,0.4286076638555817
Manali,2021-06-11,31.72912165408624,Moderate,0.0660709614677676,0.1466028134479826,0.3738315540041571,0.4134946710800927
Manali,2021-06-12,35.256621654086246,Moderate,0.0503931006049228,0.1300025825323847,0.4529307596538846,0.3666735572088078
Manali,2021-06-13,37.75912165408624,Moderate,0.0899013250302628,0.1245938484448005,0.4340866567804275,0.3514181697445089
Manali,2021-06-14,30.731621654086243,Moderate,0.047484346825037,0.1495204334026851,0.3812713730363271,0.4217238467359506
Manali,2021-06-15,30.784121654086245,Moderate,0.0484810142705294,0.149363982274652,0.3808724286576843,0.4212825747971342
Manali,2021-06-16,38.256621654086246,Moderate,0.1718222586890742,0.1300025825323847,0.3315016015697333,0.3666735572088078
Manali,2021-06-17,31.606621654086243,Moderate,0.0638275589134905,0.1469549698887656,0.3747295394275896,0.4144879317701542
Manali,2021-06-18,30.311621654086245,Moderate,0.0394352071002182,0.1507839411006028,0.3844932692271283,0.4252875825720505
Manali,2021-06-19,35.44912165408624,Moderate,0.0535535709139537,0.1295699094942542,0.4514233209244011,0.3654531986673909
Manali,2021-06-20,33.97912165408624,Moderate,0.0288721089019493,0.132948837979588,0.4631955535667575,0.374983499551705
Manali,2021-06-21,29.64662165408625,Moderate,0.0264087485283946,0.1528287597079075,0.3897074782838772,0.4310550134798205
Manali,2021-06-22,30.311621654086245,Moderate,0.0394352071002182,0.1507839411006028,0.3844932692271283,0.4252875825720505
Manali,2021-06-23,29.94412165408625,Moderate,0.0322797857759067,0.1519071580199507,0.3873574293108813,0.4284556268932611
Manali,2021-06-24,29.559121654086244,Moderate,0.0246683912860756,0.1531019509864757,0.3904041055709364,0.4318255521565122
Manali,2021-06-25,29.716621654086246,Moderate,0.0277965688490275,0.1526109076493777,0.389151963886385,0.4304405596152098
Manali,2021-06-26,33.41912165408624,Moderate,0.0191276431797902,0.1342828696826916,0.4678433381024115,0.3787461490351065
Manali,2021-06-27,33.62912165408624,Moderate,0.0228046485567129,0.1337794822333272,0.4660895294056951,0.3773263398042648
Manali,2021-06-28,29.559121654086244,Moderate,0.0246683912860756,0.1531019509864757,0.3904041055709364,0.4318255521565122
Manali,2021-06-29,29.61162165408624,Moderate,0.0257133514717579,0.1529379191416121,0.3899858306549963,0.4313628987316336
Manali,2021-06-30,29.874121654086245,Moderate,0.0309047445784802,0.1521230040851576,0.3879078285023033,0.4290644228340587
Manali,2021-07-01,24.564121654086243,Low,0.1181593972982242,0.1984344509399759,0.1237198395240229,0.5596863122377769
Manali,2021-07-02,22.16662165408624,Low,0.0583839982483941,0.2118852927971436,0.132106165528146,0.5976245434263163
Manali,2021-07-03,25.536621654086243,Moderate,0.0343800848779733,0.1795486232401113,0.2796526416293683,0.506418650252547
Manali,2021-07-04,25.169121654086243,Moderate,0.0258026121151562,0.1811435296844846,0.2821367587017908,0.5109170994985683
Manali,2021-07-05,21.536621654086243,Low,0.0413077066352066,0.2157278518038076,0.1345019228243922,0.6084625187365934
Manali,2021-07-06,21.29162165408624,Low,0.0344984730543184,0.2172600862266794,0.1354572397868093,0.6127842009321929
Manali,2021-07-07,21.18662165408624,Low,0.0315505294102942,0.2179234414595998,0.1358708282669122,0.6146552008631936
Manali,2021-07-08,21.62412165408624,Low,0.0437163581071186,0.2151858497335125,0.1341639955701228,0.6069337965892457
Manali,2021-07-09,21.36162165408624,Low,0.0364538184649231,0.2168200884631804,0.1351829101407566,0.6115431829311397
Manali,2021-07-10,25.501621654086243,Moderate,0.0335696957099211,0.1796993080562939,0.2798873379814677,0.5068436582523173
Manali,2021-07-11,26.149121654086244,Moderate,0.0483450751004198,0.1769519547904086,0.2756082486494017,0.4990947214597697
Manali,2021-07-12,37.05912165408624,Moderate,0.3373835923335982,0.1491039566972265,0.0929632808597221,0.4205491701094531
Manali,2021-07-13,34.52162165408624,Moderate,0.3021522777211989,0.1570318141235978,0.0979061385334467,0.4429097696217565
Manali,2021-07-14,23.00662165408625,Low,0.0802280513357443,0.2069698776218708,0.1290415042568899,0.5837605667854949
Manali,2021-07-15,21.239121654086244,Low,0.0330267480244276,0.217591258263152,0.1356637188080334,0.6137182749043869
Manali,2021-07-16,21.711621654086244,Low,0.0461129367537061,0.2146465643270422,0.1338277621004299,0.6054127368188215
Manali,2021-07-17,26.796621654086245,Moderate,0.0626754675941563,0.1742873429670126,0.2714580317227421,0.4915791577160889
Manali,2021-07-18,26.46412165408624,Moderate,0.0553709462611953,0.1756455551664736,0.2735734900460539,0.4954100085262771
Manali,2021-07-19,38.45912165408624,Moderate,0.3553400577334303,0.1450633383116345,0.0904440375737139,0.4091525663812212
Manali,2021-07-20,23.304121654086245,Low,0.0877234303409913,0.2052832446714982,0.1279899229565282,0.5790034020309822
Manali,2021-07-21,25.274121654086244,Moderate,0.0282688287537013,0.1806849581542913,0.2814225190853551,0.5096236940066522
Manali,2021-07-22,30.35662165408624,Moderate,0.2354262955143206,0.1720466973146027,0.107267612461303,0.4852593947097736
Manali,2021-07-23,24.546621654086245,Low,0.1177505892251109,0.1985264421743096,0.1237771941854512,0.5599457744151282
Manali,2021-07-24,26.726621654086244,Moderate,0.0611470767898879,0.1745715339415169,0.2719006681257016,0.4923807211428935
Manali,2021-07-25,26.02662165408624,Moderate,0.0455844851157309,0.1774652624835487,0.2764077415653864,0.500542510835334
Manali,2021-07-26,23.33912165408624,Low,0.0885972158999375,0.2050866227909707,0.1278673332177477,0.5784488280913439
Manali,2021-07-27,26.891621654086244,Moderate,0.1693508387364089,0.1869151972976627,0.1165378194397453,0.5271961445261829
Manali,2021-07-28,34.81912165408624,Moderate,0.3064755180511701,0.1560589854530523,0.0972995996666616,0.4401658968291159
Manali,2021-07-29,21.29162165408624,Low,0.0344984730543184,0.2172600862266794,0.1354572397868093,0.6127842009321929
Manali,2021-07-30,23.72412165408624,Low,0.0980995355952493,0.2029483819505985,0.1265341835938723,0.5724178988602797
Manali,2021-07-31,27.654121654086243,Moderate,0.0810022982632535,0.1708796282301276,0.2661504085792618,0.4819676649273571
Manali,2021-08-01,25.711621654086244,Moderate,0.0384117295554789,0.1787989739838115,0.2784850392772224,0.504304257183487
Manali,2021-08-02,21.15162165408624,Low,0.0305638770584145,0.218145460968697,0.1360092529099447,0.6152814090629436
Manali,2021-08-03,25.92912165408624,Moderate,0.148919879263936,0.1915126338555575,0.1194042275179306,0.5401632593625759
Manali,2021-08-04,21.099121654086243,Low,0.0290801232711189,0.2184793397526973,0.136217419533136,0.6162231174430476
Manali,2021-08-05,21.606621654086243,Low,0.0432355965521155,0.215294032158894,0.134231445109475,0.6072389261795154
Manali,2021-08-06,21.501621654086243,Low,0.0403408452001758,0.2159454179006822,0.1346375708555868,0.609076166043555
Manali,2021-08-07,25.65912165408624,Moderate,0.0372057754890825,0.1790232106518021,0.2788342949575061,0.5049367189016092
Manali,2021-08-08,25.991621654086245,Moderate,0.0447928009639691,0.177612469264668,0.2766370207682168,0.5009577090031461
Manali,2021-08-09,22.009121654086243,Low,0.0541722112002491,0.2128330419116821,0.1326970678024451,0.6002976790856235
Manali,2021-08-10,21.169121654086243,Low,0.0310574544057513,0.2180343946947978,0.1359400053497642,0.6149681455496865
Manali,2021-08-11,21.29162165408624,Low,0.0344984730543184,0.2172600862266794,0.1354572397868093,0.6127842009321929
Manali,2021-08-12,22.044121654086243,Low,0.0551114167762326,0.2126216990202128,0.1325652998131002,0.5997015843904543
Manali,2021-08-13,24.039121654086244,Low,0.105728028215071,0.2012317953703525,0.1254639268152176,0.5675762495993588
Manali,2021-08-14,26.044121654086243,Moderate,0.0459798352793565,0.1773917505597937,0.2762932444264034,0.5003351697344464
Manali,2021-08-15,34.65162165408624,Moderate,0.0821977988702671,0.1353866453140817,0.4005561968024171,0.3818593590132341
Manali,2021-08-16,21.81662165408624,Low,0.0489730224190275,0.2140029791633511,0.1334264998559218,0.6035974985616996
Manali,2021-08-17,21.239121654086244,Low,0.0330267480244276,0.217591258263152,0.1356637188080334,0.6137182749043869
Manali,2021-08-18,21.15162165408624,Low,0.0305638770584145,0.218145460968697,0.1360092529099447,0.6152814090629436
Manali,2021-08-19,21.18662165408624,Low,0.0315505294102942,0.2179234414595998,0.1358708282669122,0.6146552008631936
Manali,2021-08-20,28.039121654086244,Moderate,0.0889995830163475,0.1693926026990772,0.2638343194306837,0.4777734948538916
Manali,2021-08-21,30.54162165408624,Moderate,0.1377708664354843,0.1603240068111675,0.2497096954143153,0.4521954313390329
Manali,2021-08-22,25.116621654086245,Moderate,0.0245648034584431,0.1813736894364399,0.2824952397720965,0.5115662673330204
Manali,2021-08-23,21.466621654086243,Low,0.0393720315959671,0.2161634232805948,0.1347734927708107,0.6096910523526273
Manali,2021-08-24,23.374121654086245,Low,0.089469329223422,0.204890377201946,0.127744978089057,0.5778953154855748
